0.000000, 1.2219, 0.8309 
0.000010, 1.2219, 0.8309 
0.000020, 1.2219, 0.8309 
0.000030, 1.4174, 0.8309 
0.000040, 1.4174, 0.8309 
0.000050, 1.4174, 1.0264 
0.000060, 1.4174, 0.8309 
0.000070, 1.6129, 1.0264 
0.000080, -0.5376, 1.0264 
0.000090, -3.8612, 1.2219 
0.000100, 21.7498, 1.0264 
0.000110, -0.5376, -1.9062 
0.000120, -15.0049, 5.5230 
0.000130, -7.5758, 12.3656 
0.000140, -5.8162, 9.8240 
0.000150, -4.6432, 2.7859 
0.000160, -3.6657, -3.8612 
0.000170, 14.3206, -6.9892 
0.000180, 2.0039, -1.5152 
0.000190, 6.5005, 3.3724 
0.000200, -5.0342, 7.8690 
0.000210, 14.5161, 5.3275 
0.000220, 0.4399, 4.3500 
0.000230, 4.1544, -3.6657 
0.000240, -5.4252, -14.0274 
0.000250, -5.8162, -12.4633 
0.000260, 2.9814, -0.1466 
0.000270, 5.9140, 9.4330 
0.000280, 21.9453, 1.6129 
0.000290, -13.8319, -1.3196 
0.000300, -12.8543, 1.4174 
0.000310, -12.6588, 3.5679 
0.000320, 8.2600, 2.1994 
0.000330, 7.8690, -2.8837 
0.000340, 4.7410, 3.9589 
0.000350, -0.5376, -1.3196 
0.000360, -0.9286, 2.1994 
0.000370, -12.6588, 0.4399 
0.000380, 2.9814, 0.8309 
0.000390, 18.4262, -6.4027 
0.000400, 8.8465, -0.5376 
0.000410, -8.5533, 3.1769 
0.000420, -0.3421, 7.0870 
0.000430, 8.0645, 5.3275 
0.000440, 7.6735, 1.2219 
0.000450, -8.5533, -5.6207 
0.000460, -0.1466, -0.9286 
0.000470, 3.9589, 1.4174 
0.000480, -3.0792, 2.9814 
0.000490, -5.6207, 1.6129 
0.000500, 5.5230, 3.7634 
0.000510, 12.5611, 6.3050 
0.000520, 5.1320, -2.2972 
0.000530, 0.0489, -8.3578 
0.000540, -9.9218, -5.2297 
0.000550, -1.1241, 2.7859 
0.000560, 7.8690, 1.8084 
0.000570, 11.1926, -1.3196 
0.000580, -0.3421, -1.5152 
0.000590, -1.1241, 1.0264 
0.000600, -3.0792, 2.1994 
0.000610, 3.9589, 5.3275 
0.000620, 0.2444, 6.8915 
0.000630, -4.2522, 5.7185 
0.000640, 1.6129, 3.1769 
0.000650, 6.1095, -1.1241 
0.000660, 1.8084, -1.3196 
0.000670, -13.0499, -0.9286 
0.000680, -2.6882, 2.5904 
0.000690, 5.5230, 4.1544 
0.000700, 9.6285, 1.4174 
0.000710, -0.7331, -0.7331 
0.000720, -3.2747, -4.2522 
0.000730, 5.9140, -2.6882 
0.000740, 8.2600, -2.1017 
0.000750, 5.1320, -0.3421 
0.000760, 1.2219, 0.6354 
0.000770, 5.3275, 2.7859 
0.000780, 0.6354, 3.5679 
0.000790, 0.8309, 1.2219 
0.000800, -0.5376, 1.4174 
0.000810, -1.7107, 4.5455 
0.000820, 3.9589, 6.6960 
0.000830, 1.4174, 3.5679 
0.000840, 0.8309, -3.2747 
0.000850, -7.3803, -4.8387 
0.000860, -7.9668, 2.3949 
0.000870, -0.7331, 7.2825 
0.000880, 9.2375, 1.0264 
0.000890, 7.4780, -1.9062 
0.000900, -4.6432, -3.0792 
0.000910, 2.9814, -0.7331 
0.000920, 8.4555, -1.9062 
0.000930, 8.0645, -0.3421 
0.000940, 0.6354, 3.3724 
0.000950, 3.5679, 5.3275 
0.000960, 6.1095, 0.2444 
0.000970, 3.7634, -5.2297 
0.000980, -5.2297, -5.6207 
0.000990, -8.5533, -2.4927 
0.001000, 3.1769, 2.3949 
0.001010, 5.3275, 7.8690 
0.001020, -8.5533, 1.4174 
0.001030, -1.3196, 0.0489 
0.001040, 2.1994, 1.6129 
0.001050, 5.1320, 1.8084 
0.001060, 2.5904, -0.1466 
0.001070, 0.2444, 2.5904 
0.001080, 3.1769, 4.1544 
0.001090, 1.6129, 0.8309 
0.001100, -0.9286, 0.6354 
0.001110, 2.1994, 4.9365 
0.001120, 8.4555, 2.0039 
0.001130, 3.9589, -4.4477 
0.001140, -4.0567, -5.8162 
0.001150, -10.7038, 1.4174 
0.001160, -2.1017, 4.3500 
0.001170, 5.9140, 4.7410 
0.001180, 7.4780, 2.0039 
0.001190, -2.1017, 2.3949 
0.001200, -0.5376, 0.4399 
0.001210, 3.1769, -3.0792 
0.001220, 2.1994, -1.1241 
0.001230, 0.0489, -0.5376 
0.001240, 1.4174, 1.6129 
0.001250, 9.0420, 0.6354 
0.001260, 8.4555, -1.5152 
0.001270, 0.6354, -4.6432 
0.001280, -6.2072, -4.8387 
0.001290, -0.5376, 1.6129 
0.001300, 7.4780, 6.5005 
0.001310, 4.3500, 5.3275 
0.001320, -0.7331, -1.1241 
0.001330, -0.7331, -0.3421 
0.001340, -1.1241, 3.1769 
0.001350, 0.2444, 4.7410 
0.001360, -1.1241, 3.7634 
0.001370, -1.3196, 3.3724 
0.001380, -0.1466, 3.9589 
0.001390, 2.1994, -1.9062 
0.001400, 2.5904, -3.6657 
0.001410, 2.5904, -1.9062 
0.001420, 0.4399, 4.9365 
0.001430, 3.7634, 3.7634 
0.001440, 4.9365, -2.1017 
0.001450, 2.5904, -5.2297 
0.001460, -2.8837, -4.0567 
0.001470, 0.2444, -0.3421 
0.001480, 7.6735, 1.8084 
0.001490, 9.0420, 2.9814 
0.001500, 1.0264, 4.9365 
0.001510, -6.2072, 6.1095 
0.001520, -3.2747, 3.3724 
0.001530, 1.0264, -0.1466 
0.001540, -1.1241, -0.5376 
0.001550, -1.7107, 0.8309 
0.001560, 2.7859, 4.1544 
0.001570, 2.7859, 2.3949 
0.001580, -1.3196, -0.3421 
0.001590, -6.2072, -4.0567 
0.001600, -2.4927, -0.1466 
0.001610, 6.8915, 1.6129 
0.001620, 10.9971, -0.1466 
0.001630, 6.6960, -1.7107 
0.001640, 1.2219, -2.1017 
0.001650, -0.1466, 1.4174 
0.001660, 1.4174, 1.6129 
0.001670, 3.1769, -0.3421 
0.001680, 3.3724, -0.1466 
0.001690, 1.4174, 2.7859 
0.001700, 1.8084, 1.6129 
0.001710, -6.0117, 1.0264 
0.001720, -4.4477, 2.3949 
0.001730, 2.0039, 1.2219 
0.001740, 5.7185, 0.4399 
0.001750, 2.5904, -1.3196 
0.001760, -3.4702, 1.8084 
0.001770, -0.9286, 2.5904 
0.001780, 4.5455, 0.2444 
0.001790, 5.9140, 1.2219 
0.001800, 3.7634, 1.6129 
0.001810, 4.9365, 0.8309 
0.001820, 2.5904, -0.9286 
0.001830, -0.9286, -2.2972 
0.001840, -2.4927, 0.4399 
0.001850, -0.5376, 2.3949 
0.001860, 3.7634, 2.0039 
0.001870, 2.0039, -1.3196 
0.001880, -2.6882, -2.2972 
0.001890, -3.6657, 0.4399 
0.001900, -0.3421, 3.1769 
0.001910, 3.7634, 3.3724 
0.001920, 4.3500, 0.4399 
0.001930, 2.5904, 1.0264 
0.001940, 1.4174, 1.4174 
0.001950, 2.3949, -0.3421 
0.001960, 2.9814, -3.0792 
0.001970, 2.5904, -1.9062 
0.001980, 1.8084, 2.7859 
0.001990, 3.3724, 4.5455 
0.002000, 2.3949, 2.3949 
0.002010, -1.1241, -0.5376 
0.002020, -3.8612, -0.5376 
0.002030, -2.6882, 1.4174 
0.002040, 2.0039, 2.3949 
0.002050, 2.7859, 2.5904 
0.002060, -0.7331, 3.1769 
0.002070, -3.4702, 3.7634 
0.002080, -1.5152, 2.9814 
0.002090, 3.1769, 2.1994 
0.002100, 3.7634, 1.8084 
0.002110, 2.9814, 2.3949 
0.002120, 3.3724, 1.8084 
0.002130, 2.9814, -1.7107 
0.002140, 1.4174, -5.6207 
0.002150, -0.7331, -5.4252 
0.002160, 0.6354, 0.2444 
0.002170, 4.9365, 2.9814 
0.002180, 5.9140, 0.8309 
0.002190, 2.1994, -1.9062 
0.002200, -2.6882, -0.5376 
0.002210, -2.1017, 2.5904 
0.002220, 2.1994, 3.7634 
0.002230, 4.3500, 1.2219 
0.002240, 2.7859, 1.8084 
0.002250, -0.3421, 3.7634 
0.002260, -1.5152, 3.5679 
0.002270, -0.9286, -0.1466 
0.002280, -1.3196, -1.9062 
0.002290, -0.1466, -0.3421 
0.002300, 3.9589, 2.3949 
0.002310, 5.9140, 1.2219 
0.002320, 3.5679, -3.0792 
0.002330, -1.3196, -4.6432 
0.002340, -1.3196, -1.3196 
0.002350, 2.9814, 2.1994 
0.002360, 6.1095, 2.0039 
0.002370, 5.5230, 0.0489 
0.002380, 1.8084, 0.4399 
0.002390, 0.0489, 4.5455 
0.002400, -0.7331, 3.3724 
0.002410, -0.1466, 3.1769 
0.002420, 0.4399, 3.3724 
0.002430, 0.6354, 1.2219 
0.002440, -1.9062, -1.1241 
0.002450, -4.0567, -1.1241 
0.002460, -2.4927, 2.7859 
0.002470, 4.7410, 1.2219 
0.002480, 5.5230, -2.8837 
0.002490, 2.3949, -1.9062 
0.002500, 1.6129, 1.6129 
0.002510, 2.7859, 2.5904 
0.002520, 3.7634, 1.2219 
0.002530, 3.7634, -1.1241 
0.002540, 2.5904, 0.4399 
0.002550, 2.1994, 0.8309 
0.002560, 1.0264, 0.2444 
0.002570, -1.1241, -0.1466 
0.002580, -2.6882, 2.0039 
0.002590, -1.5152, 5.3275 
0.002600, 1.6129, 2.3949 
0.002610, 1.6129, -1.3196 
0.002620, -0.3421, -4.6432 
0.002630, -0.9286, -1.1241 
0.002640, 0.4399, 2.3949 
0.002650, 3.1769, 2.7859 
0.002660, 3.9589, 0.0489 
0.002670, 3.7634, -0.1466 
0.002680, 4.5455, 2.3949 
0.002690, 5.1320, 2.7859 
0.002700, 3.9589, 1.4174 
0.002710, 1.6129, -0.1466 
0.002720, -0.1466, 1.2219 
0.002730, 0.2444, 2.3949 
0.002740, -0.3421, 0.8309 
0.002750, -1.3196, 0.0489 
0.002760, -2.6882, 0.8309 
0.002770, -1.5152, 3.7634 
0.002780, 1.4174, 2.1994 
0.002790, 1.6129, 0.4399 
0.002800, 0.4399, -0.1466 
0.002810, 0.8309, 1.8084 
0.002820, 2.9814, 1.8084 
0.002830, 4.7410, -0.1466 
0.002840, 4.1544, -1.7107 
0.002850, 3.5679, -0.1466 
0.002860, 4.1544, 1.8084 
0.002870, 3.5679, 0.0489 
0.002880, 1.6129, -2.6882 
0.002890, -0.3421, -2.4927 
0.002900, 0.0489, 1.4174 
0.002910, 1.4174, 3.3724 
0.002920, 0.2444, 2.0039 
0.002930, -1.5152, -0.5376 
0.002940, -2.4927, 0.2444 
0.002950, -1.3196, 3.3724 
0.002960, 0.6354, 3.9589 
0.002970, 1.4174, 2.1994 
0.002980, 2.3949, 1.4174 
0.002990, 2.0039, 3.5679 
0.003000, 2.3949, 3.9589 
0.003010, 2.1994, 0.8309 
0.003020, 1.8084, -2.1017 
0.003030, 1.6129, -2.1017 
0.003040, 2.3949, -0.5376 
0.003050, 2.7859, -0.1466 
0.003060, 2.0039, -1.5152 
0.003070, 0.0489, 2.3949 
0.003080, 1.8084, 3.3724 
0.003090, 2.3949, 3.1769 
0.003100, 1.0264, 2.0039 
0.003110, -0.3421, 2.1994 
0.003120, 0.6354, 1.8084 
0.003130, 0.4399, 1.8084 
0.003140, -0.1466, 1.6129 
0.003150, 0.2444, 2.5904 
0.003160, 2.3949, 0.4399 
0.003170, 1.8084, -1.9062 
0.003180, 1.4174, -3.4702 
0.003190, 2.0039, -1.1241 
0.003200, 2.9814, 1.0264 
0.003210, 3.5679, 0.4399 
0.003220, 2.5904, -1.9062 
0.003230, 2.1994, -2.2972 
0.003240, 2.1994, 0.8309 
0.003250, 2.7859, 2.1994 
0.003260, 2.5904, 2.1994 
0.003270, 1.8084, 1.2219 
0.003280, -0.1466, 3.1769 
0.003290, -0.1466, 3.9589 
0.003300, 0.0489, 1.6129 
0.003310, -0.1466, -1.1241 
0.003320, -0.3421, -0.9286 
0.003330, 0.0489, 2.5904 
0.003340, 1.0264, 2.7859 
0.003350, 0.6354, 0.4399 
0.003360, 0.0489, -1.9062 
0.003370, 1.2219, -0.7331 
0.003380, 3.7634, 2.1994 
0.003390, 5.1320, 2.7859 
0.003400, 3.1769, 2.3949 
0.003410, 1.2219, 0.8309 
0.003420, 0.6354, 1.6129 
0.003430, 1.0264, 1.0264 
0.003440, 0.8309, 0.8309 
0.003450, 0.6354, 1.2219 
0.003460, 0.6354, 3.5679 
0.003470, 0.2444, 4.3500 
0.003480, -1.7107, 1.8084 
0.003490, -2.8837, -0.5376 
0.003500, -1.1241, -1.3196 
0.003510, 1.4174, 0.8309 
0.003520, 3.5679, 0.8309 
0.003530, 2.7859, -1.1241 
0.003540, 1.8084, -2.2972 
0.003550, 1.4174, -0.5376 
0.003560, 2.9814, 1.8084 
0.003570, 4.7410, 0.8309 
0.003580, 5.1320, -0.1466 
0.003590, 4.7410, 0.4399 
0.003600, 2.7859, 2.1994 
0.003610, 0.4399, 1.4174 
0.003620, -1.1241, -0.9286 
0.003630, -1.7107, -0.5376 
0.003640, -0.9286, 2.1994 
0.003650, 0.8309, 4.3500 
0.003660, 0.6354, 2.5904 
0.003670, -0.9286, 0.0489 
0.003680, -1.7107, 0.2444 
0.003690, 0.2444, 2.7859 
0.003700, 2.9814, 3.7634 
0.003710, 3.7634, 1.6129 
0.003720, 3.5679, -0.9286 
0.003730, 2.9814, -0.7331 
0.003740, 2.9814, 0.4399 
0.003750, 2.5904, 1.0264 
0.003760, 2.9814, 0.2444 
0.003770, 2.5904, 0.6354 
0.003780, 0.6354, -0.3421 
0.003790, -1.3196, -0.3421 
0.003800, -1.1241, 1.6129 
0.003810, 0.0489, 3.9589 
0.003820, 0.6354, 2.7859 
0.003830, 0.2444, 1.0264 
0.003840, 0.0489, 1.6129 
0.003850, 0.8309, 3.1769 
